Production,dayOfYear,month_number,Hour,hour_sinhalf
3154.0,323,11,18,0.631087944326053
3330.0,323,11,19,0.5195839500354339
3563.0,323,11,20,0.3984010898462414
3652.0,323,11,21,0.2697967711570243
3685.0,323,11,22,0.1361666490962471
3737.0,323,11,23,1.2246467991473532e-16
4192.0,324,11,0,0.0
4551.0,324,11,1,0.1361666490962466
4952.0,324,11,2,0.2697967711570243
5341.0,324,11,3,0.39840108984624145
5423.0,324,11,4,0.5195839500354336
5611.0,324,11,5,0.6310879443260529
5888.0,324,11,6,0.730835964278124
6379.0,324,11,7,0.816969893010442
6646.0,324,11,8,0.8878852184023752
6637.0,324,11,9,0.9422609221188204
6834.0,324,11,10,0.9790840876823229
7518.0,324,11,11,0.9976687691905392
8267.0,324,11,12,0.9976687691905392
8917.0,324,11,13,0.9790840876823229
9566.0,324,11,14,0.9422609221188205
9489.0,324,11,15,0.8878852184023752
9121.0,324,11,16,0.8169698930104421
8949.0,324,11,17,0.7308359642781239
9067.0,324,11,18,0.631087944326053
9576.0,324,11,19,0.5195839500354339
10077.0,324,11,20,0.3984010898462414
9781.0,324,11,21,0.2697967711570243
9058.0,324,11,22,0.1361666490962471
8790.0,324,11,23,1.2246467991473532e-16
7994.0,325,11,0,0.0
7433.0,325,11,1,0.1361666490962466
6652.0,325,11,2,0.2697967711570243
5830.0,325,11,3,0.39840108984624145
5333.0,325,11,4,0.5195839500354336
5266.0,325,11,5,0.6310879443260529
5134.0,325,11,6,0.730835964278124
5830.0,325,11,7,0.816969893010442
6717.0,325,11,8,0.8878852184023752
7799.0,325,11,9,0.9422609221188204
8603.0,325,11,10,0.9790840876823229
8924.0,325,11,11,0.9976687691905392
9622.0,325,11,12,0.9976687691905392
10208.0,325,11,13,0.9790840876823229
11067.0,325,11,14,0.9422609221188205
11832.0,325,11,15,0.8878852184023752
12149.0,325,11,16,0.8169698930104421
12626.0,325,11,17,0.7308359642781239
12254.0,325,11,18,0.631087944326053
11527.0,325,11,19,0.5195839500354339
11597.0,325,11,20,0.3984010898462414
11669.0,325,11,21,0.2697967711570243
11359.0,325,11,22,0.1361666490962471
11687.0,325,11,23,1.2246467991473532e-16
11766.0,326,11,0,0.0
11991.0,326,11,1,0.1361666490962466
12087.0,326,11,2,0.2697967711570243
12249.0,326,11,3,0.39840108984624145
12358.0,326,11,4,0.5195839500354336
12479.0,326,11,5,0.6310879443260529
12635.0,326,11,6,0.730835964278124
12659.0,326,11,7,0.816969893010442
12313.0,326,11,8,0.8878852184023752
12367.0,326,11,9,0.9422609221188204
12341.0,326,11,10,0.9790840876823229
12760.0,326,11,11,0.9976687691905392
13154.0,326,11,12,0.9976687691905392
13266.0,326,11,13,0.9790840876823229
12814.0,326,11,14,0.9422609221188205
12458.0,326,11,15,0.8878852184023752
11762.0,326,11,16,0.8169698930104421
11190.0,326,11,17,0.7308359642781239
10976.0,326,11,18,0.631087944326053
10738.0,326,11,19,0.5195839500354339
10276.0,326,11,20,0.3984010898462414
9889.0,326,11,21,0.2697967711570243
9244.0,326,11,22,0.1361666490962471
8840.0,326,11,23,1.2246467991473532e-16
8493.0,327,11,0,0.0
8016.0,327,11,1,0.1361666490962466
7381.0,327,11,2,0.2697967711570243
6885.0,327,11,3,0.39840108984624145
6514.0,327,11,4,0.5195839500354336
6922.0,327,11,5,0.6310879443260529
8155.0,327,11,6,0.730835964278124
9033.0,327,11,7,0.816969893010442
9398.0,327,11,8,0.8878852184023752
9869.0,327,11,9,0.9422609221188204
10654.0,327,11,10,0.9790840876823229
11374.0,327,11,11,0.9976687691905392
11878.0,327,11,12,0.9976687691905392
12222.0,327,11,13,0.9790840876823229
12304.0,327,11,14,0.9422609221188205
12181.0,327,11,15,0.8878852184023752
11603.0,327,11,16,0.8169698930104421
11622.0,327,11,17,0.7308359642781239
12232.0,327,11,18,0.631087944326053
12837.0,327,11,19,0.5195839500354339
12883.0,327,11,20,0.3984010898462414
12891.0,327,11,21,0.2697967711570243
12474.0,327,11,22,0.1361666490962471
12555.0,327,11,23,1.2246467991473532e-16
12289.0,328,11,0,0.0
11804.0,328,11,1,0.1361666490962466
11519.0,328,11,2,0.2697967711570243
11431.0,328,11,3,0.39840108984624145
10651.0,328,11,4,0.5195839500354336
9909.0,328,11,5,0.6310879443260529
9214.0,328,11,6,0.730835964278124
8817.0,328,11,7,0.816969893010442
8136.0,328,11,8,0.8878852184023752
7080.0,328,11,9,0.9422609221188204
6197.0,328,11,10,0.9790840876823229
6087.0,328,11,11,0.9976687691905392
5975.0,328,11,12,0.9976687691905392
6217.0,328,11,13,0.9790840876823229
7201.0,328,11,14,0.9422609221188205
8256.0,328,11,15,0.8878852184023752
9067.0,328,11,16,0.8169698930104421
9924.0,328,11,17,0.7308359642781239
10421.0,328,11,18,0.631087944326053
10536.0,328,11,19,0.5195839500354339
10346.0,328,11,20,0.3984010898462414
10215.0,328,11,21,0.2697967711570243
9631.0,328,11,22,0.1361666490962471
8801.0,328,11,23,1.2246467991473532e-16
8037.0,329,11,0,0.0
7045.0,329,11,1,0.1361666490962466
6824.0,329,11,2,0.2697967711570243
6620.0,329,11,3,0.39840108984624145
6176.0,329,11,4,0.5195839500354336
5570.0,329,11,5,0.6310879443260529
5183.0,329,11,6,0.730835964278124
4875.0,329,11,7,0.816969893010442
4450.0,329,11,8,0.8878852184023752
3848.0,329,11,9,0.9422609221188204
3094.0,329,11,10,0.9790840876823229
2948.0,329,11,11,0.9976687691905392
3384.0,329,11,12,0.9976687691905392
3274.0,329,11,13,0.9790840876823229
3115.0,329,11,14,0.9422609221188205
2964.0,329,11,15,0.8878852184023752
2945.0,329,11,16,0.8169698930104421
3277.0,329,11,17,0.7308359642781239
3705.0,329,11,18,0.631087944326053
3834.0,329,11,19,0.5195839500354339
3902.0,329,11,20,0.3984010898462414
3757.0,329,11,21,0.2697967711570243
3338.0,329,11,22,0.1361666490962471
2960.0,329,11,23,1.2246467991473532e-16
2625.0,330,11,0,0.0
2482.0,330,11,1,0.1361666490962466
2326.0,330,11,2,0.2697967711570243
2296.0,330,11,3,0.39840108984624145
2368.0,330,11,4,0.5195839500354336
2622.0,330,11,5,0.6310879443260529
2937.0,330,11,6,0.730835964278124
3416.0,330,11,7,0.816969893010442
3939.0,330,11,8,0.8878852184023752
4182.0,330,11,9,0.9422609221188204
3897.0,330,11,10,0.9790840876823229
3292.0,330,11,11,0.9976687691905392
2933.0,330,11,12,0.9976687691905392
2950.0,330,11,13,0.9790840876823229
3208.0,330,11,14,0.9422609221188205
3391.0,330,11,15,0.8878852184023752
3762.0,330,11,16,0.8169698930104421
4196.0,330,11,17,0.7308359642781239
5150.0,330,11,18,0.631087944326053
6073.0,330,11,19,0.5195839500354339
6225.0,330,11,20,0.3984010898462414
5829.0,330,11,21,0.2697967711570243
6148.0,330,11,22,0.1361666490962471
7079.0,330,11,23,1.2246467991473532e-16
7262.0,331,11,0,0.0
7329.0,331,11,1,0.1361666490962466
7660.0,331,11,2,0.2697967711570243
7504.0,331,11,3,0.39840108984624145
7156.0,331,11,4,0.5195839500354336
6922.0,331,11,5,0.6310879443260529
6885.0,331,11,6,0.730835964278124
6998.0,331,11,7,0.816969893010442
6905.0,331,11,8,0.8878852184023752
6898.0,331,11,9,0.9422609221188204
6670.0,331,11,10,0.9790840876823229
6408.0,331,11,11,0.9976687691905392
5908.0,331,11,12,0.9976687691905392
5632.0,331,11,13,0.9790840876823229
5588.0,331,11,14,0.9422609221188205
5889.0,331,11,15,0.8878852184023752
6646.0,331,11,16,0.8169698930104421
7164.0,331,11,17,0.7308359642781239
7575.0,331,11,18,0.631087944326053
7459.0,331,11,19,0.5195839500354339
7391.0,331,11,20,0.3984010898462414
7097.0,331,11,21,0.2697967711570243
6250.0,331,11,22,0.1361666490962471
5552.0,331,11,23,1.2246467991473532e-16
4931.0,332,11,0,0.0
4665.0,332,11,1,0.1361666490962466
4513.0,332,11,2,0.2697967711570243
4609.0,332,11,3,0.39840108984624145
4511.0,332,11,4,0.5195839500354336
4475.0,332,11,5,0.6310879443260529
4379.0,332,11,6,0.730835964278124
4335.0,332,11,7,0.816969893010442
4287.0,332,11,8,0.8878852184023752
3845.0,332,11,9,0.9422609221188204
3366.0,332,11,10,0.9790840876823229
3307.0,332,11,11,0.9976687691905392
3248.0,332,11,12,0.9976687691905392
3478.0,332,11,13,0.9790840876823229
3335.0,332,11,14,0.9422609221188205
3042.0,332,11,15,0.8878852184023752
2848.0,332,11,16,0.8169698930104421
3019.0,332,11,17,0.7308359642781239
3267.0,332,11,18,0.631087944326053
3325.0,332,11,19,0.5195839500354339
3346.0,332,11,20,0.3984010898462414
3196.0,332,11,21,0.2697967711570243
2951.0,332,11,22,0.1361666490962471
2799.0,332,11,23,1.2246467991473532e-16
2663.0,333,11,0,0.0
2484.0,333,11,1,0.1361666490962466
2393.0,333,11,2,0.2697967711570243
2275.0,333,11,3,0.39840108984624145
2194.0,333,11,4,0.5195839500354336
2073.0,333,11,5,0.6310879443260529
1833.0,333,11,6,0.730835964278124
1631.0,333,11,7,0.816969893010442
1413.0,333,11,8,0.8878852184023752
1253.0,333,11,9,0.9422609221188204
1122.0,333,11,10,0.9790840876823229
1051.0,333,11,11,0.9976687691905392
1161.0,333,11,12,0.9976687691905392
1194.0,333,11,13,0.9790840876823229
1227.0,333,11,14,0.9422609221188205
1181.0,333,11,15,0.8878852184023752
1143.0,333,11,16,0.8169698930104421
1230.0,333,11,17,0.7308359642781239
1264.0,333,11,18,0.631087944326053
1294.0,333,11,19,0.5195839500354339
1300.0,333,11,20,0.3984010898462414
1248.0,333,11,21,0.2697967711570243
1175.0,333,11,22,0.1361666490962471
1216.0,333,11,23,1.2246467991473532e-16
1015.0,334,11,0,0.0
981.0,334,11,1,0.1361666490962466
1032.0,334,11,2,0.2697967711570243
1031.0,334,11,3,0.39840108984624145
994.0,334,11,4,0.5195839500354336
1014.0,334,11,5,0.6310879443260529
1061.0,334,11,6,0.730835964278124
1155.0,334,11,7,0.816969893010442
1177.0,334,11,8,0.8878852184023752
1127.0,334,11,9,0.9422609221188204
1061.0,334,11,10,0.9790840876823229
1010.0,334,11,11,0.9976687691905392
1070.0,334,11,12,0.9976687691905392
1168.0,334,11,13,0.9790840876823229
1330.0,334,11,14,0.9422609221188205
1709.0,334,11,15,0.8878852184023752
2364.0,334,11,16,0.8169698930104421
2969.0,334,11,17,0.7308359642781239
3527.0,334,11,18,0.631087944326053
3951.0,334,11,19,0.5195839500354339
3957.0,334,11,20,0.3984010898462414
3894.0,334,11,21,0.2697967711570243
3618.0,334,11,22,0.1361666490962471
3406.0,334,11,23,1.2246467991473532e-16
3601.0,335,12,0,0.0
3536.0,335,12,1,0.1361666490962466
3700.0,335,12,2,0.2697967711570243
3846.0,335,12,3,0.39840108984624145
3964.0,335,12,4,0.5195839500354336
4242.0,335,12,5,0.6310879443260529
4270.0,335,12,6,0.730835964278124
4270.0,335,12,7,0.816969893010442
4253.0,335,12,8,0.8878852184023752
4071.0,335,12,9,0.9422609221188204
3751.0,335,12,10,0.9790840876823229
3502.0,335,12,11,0.9976687691905392
3364.0,335,12,12,0.9976687691905392
3371.0,335,12,13,0.9790840876823229
3390.0,335,12,14,0.9422609221188205
3470.0,335,12,15,0.8878852184023752
3626.0,335,12,16,0.8169698930104421
3653.0,335,12,17,0.7308359642781239
3967.0,335,12,18,0.631087944326053
4026.0,335,12,19,0.5195839500354339
3534.0,335,12,20,0.3984010898462414
3226.0,335,12,21,0.2697967711570243
3058.0,335,12,22,0.1361666490962471
2939.0,335,12,23,1.2246467991473532e-16
2495.0,336,12,0,0.0
2242.0,336,12,1,0.1361666490962466
2078.0,336,12,2,0.2697967711570243
1969.0,336,12,3,0.39840108984624145
1944.0,336,12,4,0.5195839500354336
2019.0,336,12,5,0.6310879443260529
1978.0,336,12,6,0.730835964278124
1840.0,336,12,7,0.816969893010442
1792.0,336,12,8,0.8878852184023752
1810.0,336,12,9,0.9422609221188204
1600.0,336,12,10,0.9790840876823229
1506.0,336,12,11,0.9976687691905392
1763.0,336,12,12,0.9976687691905392
2226.0,336,12,13,0.9790840876823229
2815.0,336,12,14,0.9422609221188205
3240.0,336,12,15,0.8878852184023752
3508.0,336,12,16,0.8169698930104421
3758.0,336,12,17,0.7308359642781239
4196.0,336,12,18,0.631087944326053
5003.0,336,12,19,0.5195839500354339
5643.0,336,12,20,0.3984010898462414
6398.0,336,12,21,0.2697967711570243
6740.0,336,12,22,0.1361666490962471
6862.0,336,12,23,1.2246467991473532e-16
6766.0,337,12,0,0.0
6577.0,337,12,1,0.1361666490962466
6760.0,337,12,2,0.2697967711570243
6884.0,337,12,3,0.39840108984624145
6566.0,337,12,4,0.5195839500354336
6356.0,337,12,5,0.6310879443260529
6411.0,337,12,6,0.730835964278124
6522.0,337,12,7,0.816969893010442
6588.0,337,12,8,0.8878852184023752
6304.0,337,12,9,0.9422609221188204
6079.0,337,12,10,0.9790840876823229
5746.0,337,12,11,0.9976687691905392
5146.0,337,12,12,0.9976687691905392
4790.0,337,12,13,0.9790840876823229
4544.0,337,12,14,0.9422609221188205
4659.0,337,12,15,0.8878852184023752
4835.0,337,12,16,0.8169698930104421
5077.0,337,12,17,0.7308359642781239
5307.0,337,12,18,0.631087944326053
5321.0,337,12,19,0.5195839500354339
5047.0,337,12,20,0.3984010898462414
4490.0,337,12,21,0.2697967711570243
4013.0,337,12,22,0.1361666490962471
3735.0,337,12,23,1.2246467991473532e-16
3488.0,338,12,0,0.0
3261.0,338,12,1,0.1361666490962466
3248.0,338,12,2,0.2697967711570243
3348.0,338,12,3,0.39840108984624145
3438.0,338,12,4,0.5195839500354336
3526.0,338,12,5,0.6310879443260529
3507.0,338,12,6,0.730835964278124
3389.0,338,12,7,0.816969893010442
3100.0,338,12,8,0.8878852184023752
3090.0,338,12,9,0.9422609221188204
2870.0,338,12,10,0.9790840876823229
2626.0,338,12,11,0.9976687691905392
2262.0,338,12,12,0.9976687691905392
2149.0,338,12,13,0.9790840876823229
2070.0,338,12,14,0.9422609221188205
1912.0,338,12,15,0.8878852184023752
1769.0,338,12,16,0.8169698930104421
1518.0,338,12,17,0.7308359642781239
1275.0,338,12,18,0.631087944326053
1171.0,338,12,19,0.5195839500354339
1126.0,338,12,20,0.3984010898462414
1025.0,338,12,21,0.2697967711570243
820.0,338,12,22,0.1361666490962471
691.0,338,12,23,1.2246467991473532e-16
664.0,339,12,0,0.0
608.0,339,12,1,0.1361666490962466
672.0,339,12,2,0.2697967711570243
780.0,339,12,3,0.39840108984624145
763.0,339,12,4,0.5195839500354336
765.0,339,12,5,0.6310879443260529
745.0,339,12,6,0.730835964278124
735.0,339,12,7,0.816969893010442
744.0,339,12,8,0.8878852184023752
701.0,339,12,9,0.9422609221188204
714.0,339,12,10,0.9790840876823229
702.0,339,12,11,0.9976687691905392
609.0,339,12,12,0.9976687691905392
557.0,339,12,13,0.9790840876823229
546.0,339,12,14,0.9422609221188205
596.0,339,12,15,0.8878852184023752
732.0,339,12,16,0.8169698930104421
1023.0,339,12,17,0.7308359642781239
1434.0,339,12,18,0.631087944326053
1629.0,339,12,19,0.5195839500354339
1760.0,339,12,20,0.3984010898462414
1851.0,339,12,21,0.2697967711570243
1792.0,339,12,22,0.1361666490962471
1851.0,339,12,23,1.2246467991473532e-16
1830.0,340,12,0,0.0
1858.0,340,12,1,0.1361666490962466
1823.0,340,12,2,0.2697967711570243
1868.0,340,12,3,0.39840108984624145
1789.0,340,12,4,0.5195839500354336
1708.0,340,12,5,0.6310879443260529
1624.0,340,12,6,0.730835964278124
1609.0,340,12,7,0.816969893010442
1544.0,340,12,8,0.8878852184023752
1491.0,340,12,9,0.9422609221188204
1371.0,340,12,10,0.9790840876823229
1207.0,340,12,11,0.9976687691905392
1049.0,340,12,12,0.9976687691905392
1030.0,340,12,13,0.9790840876823229
1077.0,340,12,14,0.9422609221188205
1242.0,340,12,15,0.8878852184023752
1374.0,340,12,16,0.8169698930104421
1533.0,340,12,17,0.7308359642781239
1852.0,340,12,18,0.631087944326053
1815.0,340,12,19,0.5195839500354339
1932.0,340,12,20,0.3984010898462414
2159.0,340,12,21,0.2697967711570243
2245.0,340,12,22,0.1361666490962471
2363.0,340,12,23,1.2246467991473532e-16
2419.0,341,12,0,0.0
2427.0,341,12,1,0.1361666490962466
2511.0,341,12,2,0.2697967711570243
2538.0,341,12,3,0.39840108984624145
2470.0,341,12,4,0.5195839500354336
2413.0,341,12,5,0.6310879443260529
2334.0,341,12,6,0.730835964278124
2220.0,341,12,7,0.816969893010442
2119.0,341,12,8,0.8878852184023752
2050.0,341,12,9,0.9422609221188204
1840.0,341,12,10,0.9790840876823229
1607.0,341,12,11,0.9976687691905392
1433.0,341,12,12,0.9976687691905392
1415.0,341,12,13,0.9790840876823229
1444.0,341,12,14,0.9422609221188205
1487.0,341,12,15,0.8878852184023752
1571.0,341,12,16,0.8169698930104421
1677.0,341,12,17,0.7308359642781239
1820.0,341,12,18,0.631087944326053
1820.0,341,12,19,0.5195839500354339
1711.0,341,12,20,0.3984010898462414
1656.0,341,12,21,0.2697967711570243
1525.0,341,12,22,0.1361666490962471
1402.0,341,12,23,1.2246467991473532e-16
1346.0,342,12,0,0.0
1363.0,342,12,1,0.1361666490962466
1329.0,342,12,2,0.2697967711570243
1249.0,342,12,3,0.39840108984624145
1177.0,342,12,4,0.5195839500354336
1152.0,342,12,5,0.6310879443260529
1183.0,342,12,6,0.730835964278124
1240.0,342,12,7,0.816969893010442
1299.0,342,12,8,0.8878852184023752
1321.0,342,12,9,0.9422609221188204
1356.0,342,12,10,0.9790840876823229
1380.0,342,12,11,0.9976687691905392
1353.0,342,12,12,0.9976687691905392
1349.0,342,12,13,0.9790840876823229
1553.0,342,12,14,0.9422609221188205
1859.0,342,12,15,0.8878852184023752
2039.0,342,12,16,0.8169698930104421
2066.0,342,12,17,0.7308359642781239
2221.0,342,12,18,0.631087944326053
2327.0,342,12,19,0.5195839500354339
2442.0,342,12,20,0.3984010898462414
2628.0,342,12,21,0.2697967711570243
2607.0,342,12,22,0.1361666490962471
2729.0,342,12,23,1.2246467991473532e-16
2802.0,343,12,0,0.0
2895.0,343,12,1,0.1361666490962466
2986.0,343,12,2,0.2697967711570243
2983.0,343,12,3,0.39840108984624145
2913.0,343,12,4,0.5195839500354336
2732.0,343,12,5,0.6310879443260529
2614.0,343,12,6,0.730835964278124
2722.0,343,12,7,0.816969893010442
2802.0,343,12,8,0.8878852184023752
2557.0,343,12,9,0.9422609221188204
2299.0,343,12,10,0.9790840876823229
2238.0,343,12,11,0.9976687691905392
2026.0,343,12,12,0.9976687691905392
1771.0,343,12,13,0.9790840876823229
1729.0,343,12,14,0.9422609221188205
1839.0,343,12,15,0.8878852184023752
1781.0,343,12,16,0.8169698930104421
1855.0,343,12,17,0.7308359642781239
1944.0,343,12,18,0.631087944326053
2053.0,343,12,19,0.5195839500354339
2062.0,343,12,20,0.3984010898462414
1883.0,343,12,21,0.2697967711570243
1565.0,343,12,22,0.1361666490962471
1373.0,343,12,23,1.2246467991473532e-16
1300.0,344,12,0,0.0
1254.0,344,12,1,0.1361666490962466
1323.0,344,12,2,0.2697967711570243
1513.0,344,12,3,0.39840108984624145
1552.0,344,12,4,0.5195839500354336
1509.0,344,12,5,0.6310879443260529
1519.0,344,12,6,0.730835964278124
1450.0,344,12,7,0.816969893010442
1378.0,344,12,8,0.8878852184023752
1318.0,344,12,9,0.9422609221188204
1349.0,344,12,10,0.9790840876823229
1371.0,344,12,11,0.9976687691905392
1403.0,344,12,12,0.9976687691905392
1535.0,344,12,13,0.9790840876823229
1548.0,344,12,14,0.9422609221188205
1442.0,344,12,15,0.8878852184023752
1425.0,344,12,16,0.8169698930104421
1594.0,344,12,17,0.7308359642781239
1710.0,344,12,18,0.631087944326053
1869.0,344,12,19,0.5195839500354339
1984.0,344,12,20,0.3984010898462414
2085.0,344,12,21,0.2697967711570243
1985.0,344,12,22,0.1361666490962471
2124.0,344,12,23,1.2246467991473532e-16
2276.0,345,12,0,0.0
2402.0,345,12,1,0.1361666490962466
2324.0,345,12,2,0.2697967711570243
2362.0,345,12,3,0.39840108984624145
2435.0,345,12,4,0.5195839500354336
2516.0,345,12,5,0.6310879443260529
2465.0,345,12,6,0.730835964278124
2417.0,345,12,7,0.816969893010442
2150.0,345,12,8,0.8878852184023752
2053.0,345,12,9,0.9422609221188204
1918.0,345,12,10,0.9790840876823229
1684.0,345,12,11,0.9976687691905392
1643.0,345,12,12,0.9976687691905392
1450.0,345,12,13,0.9790840876823229
1158.0,345,12,14,0.9422609221188205
991.0,345,12,15,0.8878852184023752
1018.0,345,12,16,0.8169698930104421
1215.0,345,12,17,0.7308359642781239
1490.0,345,12,18,0.631087944326053
1635.0,345,12,19,0.5195839500354339
1695.0,345,12,20,0.3984010898462414
1612.0,345,12,21,0.2697967711570243
1562.0,345,12,22,0.1361666490962471
1538.0,345,12,23,1.2246467991473532e-16
1462.0,346,12,0,0.0
1367.0,346,12,1,0.1361666490962466
1363.0,346,12,2,0.2697967711570243
1300.0,346,12,3,0.39840108984624145
1227.0,346,12,4,0.5195839500354336
1130.0,346,12,5,0.6310879443260529
1034.0,346,12,6,0.730835964278124
1140.0,346,12,7,0.816969893010442
1362.0,346,12,8,0.8878852184023752
1585.0,346,12,9,0.9422609221188204
1757.0,346,12,10,0.9790840876823229
1936.0,346,12,11,0.9976687691905392
2094.0,346,12,12,0.9976687691905392
2346.0,346,12,13,0.9790840876823229
2536.0,346,12,14,0.9422609221188205
2955.0,346,12,15,0.8878852184023752
3584.0,346,12,16,0.8169698930104421
4674.0,346,12,17,0.7308359642781239
5553.0,346,12,18,0.631087944326053
5989.0,346,12,19,0.5195839500354339
6404.0,346,12,20,0.3984010898462414
6654.0,346,12,21,0.2697967711570243
6678.0,346,12,22,0.1361666490962471
6978.0,346,12,23,1.2246467991473532e-16
7099.0,347,12,0,0.0
6943.0,347,12,1,0.1361666490962466
6799.0,347,12,2,0.2697967711570243
6721.0,347,12,3,0.39840108984624145
6702.0,347,12,4,0.5195839500354336
6430.0,347,12,5,0.6310879443260529
6166.0,347,12,6,0.730835964278124
6355.0,347,12,7,0.816969893010442
5907.0,347,12,8,0.8878852184023752
5366.0,347,12,9,0.9422609221188204
4569.0,347,12,10,0.9790840876823229
3501.0,347,12,11,0.9976687691905392
2910.0,347,12,12,0.9976687691905392
2587.0,347,12,13,0.9790840876823229
2437.0,347,12,14,0.9422609221188205
2485.0,347,12,15,0.8878852184023752
2540.0,347,12,16,0.8169698930104421
2792.0,347,12,17,0.7308359642781239
3155.0,347,12,18,0.631087944326053
3571.0,347,12,19,0.5195839500354339
3783.0,347,12,20,0.3984010898462414
3686.0,347,12,21,0.2697967711570243
3227.0,347,12,22,0.1361666490962471
2779.0,347,12,23,1.2246467991473532e-16
2408.0,348,12,0,0.0
2254.0,348,12,1,0.1361666490962466
1965.0,348,12,2,0.2697967711570243
1926.0,348,12,3,0.39840108984624145
1908.0,348,12,4,0.5195839500354336
1787.0,348,12,5,0.6310879443260529
1551.0,348,12,6,0.730835964278124
1506.0,348,12,7,0.816969893010442
1599.0,348,12,8,0.8878852184023752
1791.0,348,12,9,0.9422609221188204
1882.0,348,12,10,0.9790840876823229
1748.0,348,12,11,0.9976687691905392
1554.0,348,12,12,0.9976687691905392
1539.0,348,12,13,0.9790840876823229
1602.0,348,12,14,0.9422609221188205
1636.0,348,12,15,0.8878852184023752
1920.0,348,12,16,0.8169698930104421
2301.0,348,12,17,0.7308359642781239
2424.0,348,12,18,0.631087944326053
2376.0,348,12,19,0.5195839500354339
2272.0,348,12,20,0.3984010898462414
2152.0,348,12,21,0.2697967711570243
2177.0,348,12,22,0.1361666490962471
2267.0,348,12,23,1.2246467991473532e-16
2431.0,349,12,0,0.0
2662.0,349,12,1,0.1361666490962466
3015.0,349,12,2,0.2697967711570243
3462.0,349,12,3,0.39840108984624145
3781.0,349,12,4,0.5195839500354336
4160.0,349,12,5,0.6310879443260529
4548.0,349,12,6,0.730835964278124
4876.0,349,12,7,0.816969893010442
4924.0,349,12,8,0.8878852184023752
4703.0,349,12,9,0.9422609221188204
4426.0,349,12,10,0.9790840876823229
4394.0,349,12,11,0.9976687691905392
4809.0,349,12,12,0.9976687691905392
5325.0,349,12,13,0.9790840876823229
6144.0,349,12,14,0.9422609221188205
6526.0,349,12,15,0.8878852184023752
7261.0,349,12,16,0.8169698930104421
8086.0,349,12,17,0.7308359642781239
8297.0,349,12,18,0.631087944326053
8342.0,349,12,19,0.5195839500354339
8188.0,349,12,20,0.3984010898462414
7688.0,349,12,21,0.2697967711570243
7172.0,349,12,22,0.1361666490962471
6857.0,349,12,23,1.2246467991473532e-16
6463.0,350,12,0,0.0
6315.0,350,12,1,0.1361666490962466
6114.0,350,12,2,0.2697967711570243
5941.0,350,12,3,0.39840108984624145
5620.0,350,12,4,0.5195839500354336
5428.0,350,12,5,0.6310879443260529
5502.0,350,12,6,0.730835964278124
5182.0,350,12,7,0.816969893010442
4734.0,350,12,8,0.8878852184023752
4039.0,350,12,9,0.9422609221188204
3109.0,350,12,10,0.9790840876823229
2431.0,350,12,11,0.9976687691905392
2175.0,350,12,12,0.9976687691905392
2022.0,350,12,13,0.9790840876823229
2112.0,350,12,14,0.9422609221188205
2223.0,350,12,15,0.8878852184023752
2218.0,350,12,16,0.8169698930104421
2623.0,350,12,17,0.7308359642781239
3084.0,350,12,18,0.631087944326053
3146.0,350,12,19,0.5195839500354339
3065.0,350,12,20,0.3984010898462414
2912.0,350,12,21,0.2697967711570243
2913.0,350,12,22,0.1361666490962471
2918.0,350,12,23,1.2246467991473532e-16
2775.0,351,12,0,0.0
2510.0,351,12,1,0.1361666490962466
2327.0,351,12,2,0.2697967711570243
2328.0,351,12,3,0.39840108984624145
2498.0,351,12,4,0.5195839500354336
2604.0,351,12,5,0.6310879443260529
2555.0,351,12,6,0.730835964278124
2750.0,351,12,7,0.816969893010442
2819.0,351,12,8,0.8878852184023752
2767.0,351,12,9,0.9422609221188204
2614.0,351,12,10,0.9790840876823229
2132.0,351,12,11,0.9976687691905392
1753.0,351,12,12,0.9976687691905392
1614.0,351,12,13,0.9790840876823229
1495.0,351,12,14,0.9422609221188205
1623.0,351,12,15,0.8878852184023752
1870.0,351,12,16,0.8169698930104421
2500.0,351,12,17,0.7308359642781239
3261.0,351,12,18,0.631087944326053
3593.0,351,12,19,0.5195839500354339
3476.0,351,12,20,0.3984010898462414
3612.0,351,12,21,0.2697967711570243
3516.0,351,12,22,0.1361666490962471
3504.0,351,12,23,1.2246467991473532e-16
4010.0,352,12,0,0.0
4482.0,352,12,1,0.1361666490962466
4964.0,352,12,2,0.2697967711570243
5737.0,352,12,3,0.39840108984624145
5871.0,352,12,4,0.5195839500354336
5590.0,352,12,5,0.6310879443260529
5935.0,352,12,6,0.730835964278124
6458.0,352,12,7,0.816969893010442
7071.0,352,12,8,0.8878852184023752
7578.0,352,12,9,0.9422609221188204
7682.0,352,12,10,0.9790840876823229
7426.0,352,12,11,0.9976687691905392
7288.0,352,12,12,0.9976687691905392
7301.0,352,12,13,0.9790840876823229
7785.0,352,12,14,0.9422609221188205
8674.0,352,12,15,0.8878852184023752
9580.0,352,12,16,0.8169698930104421
10281.0,352,12,17,0.7308359642781239
10928.0,352,12,18,0.631087944326053
11169.0,352,12,19,0.5195839500354339
11079.0,352,12,20,0.3984010898462414
11300.0,352,12,21,0.2697967711570243
11536.0,352,12,22,0.1361666490962471
11744.0,352,12,23,1.2246467991473532e-16
12155.0,353,12,0,0.0
12455.0,353,12,1,0.1361666490962466
12222.0,353,12,2,0.2697967711570243
12269.0,353,12,3,0.39840108984624145
12480.0,353,12,4,0.5195839500354336
